Title,Genres,Release Date,Studio,Critic Score,Audience Score,Hint,Vibe Emojis,Description,TMDB Genres,TMDB Year,TMDB Studio,TMDB Rating,TMDB Number of Ratings,TMDB Country,TMDB Language,TMDB Poster URL,TMDB Trailer Link,TMDB Description,TMDB Runtime,TMDB Budget,TMDB Revenue,TMDB Popularity
Interstellar,"Adventure, Drama, Sci-Fi",2014-11-07,Paramount Pictures,73,N/A,Love transcends the dimensions of time and space to guide a desperate exodus across the stars.,🚀🌌⏳🕰️🌽👨‍👧‍👧🖤🌊🛰️🌑,"In a future where Earth is becoming uninhabitable, a team of explorers travels through a wormhole in space in an attempt to ensure humanity's survival.","Adventure, Drama, Science Fiction",2014,"Legendary Pictures, Syncopy, Lynda Obst Productions",8.478,39998,"United Kingdom, United States of America",English,https://image.tmdb.org/t/p/w500/yQvGrMoipbRoddT0ZR8tPoR7NfX.jpg,https://www.youtube.com/watch?v=LY19rHKAaAg,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,169,165000000,746606706,68.9288
Goodfellas,"Biography, Crime, Drama",1990-09-19,Warner Bros.,96,N/A,A lifelong dream of status dissolves into a paranoid fever dream fueled by betrayal and the smell of simmering sauce.,🍝🔫💰🚬🇮🇹🚁💍🔪🏙️🚔,"The rise and fall of a young man within the Italian-American mob, chronicling three decades of life in the mafia.","Drama, Crime",1990,"Winkler Films, Warner Bros. Pictures",8.454,14408,United States of America,"Italian, English",https://image.tmdb.org/t/p/w500/9OkCLM73MIU2CrKZbqiT8Ln1wY2.jpg,https://www.youtube.com/watch?v=PTBRNXGQR9Q,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.",145,25000000,47072327,28.1562
The Matrix,"Action, Sci-Fi",1999-03-31,Warner Bros.,83,N/A,Choosing between a comfortable hallucination and a harsh reality reveals a world governed by hidden algorithms.,🕶️💊💻🏢🔫🏃🕴️🔌🟢🖥️,A computer programmer discovers that his entire life is a simulation and joins a rebel group to fight their mechanical jailers.,"Action, Science Fiction",1999,"Village Roadshow Pictures, Groucho II Film Partnership, Silver Pictures, Warner Bros. Pictures",8.2,28002,United States of America,English,https://image.tmdb.org/t/p/w500/aOIuZAjPaRIE6CMzbazvcHuHXDc.jpg,https://www.youtube.com/watch?v=FVI84Dfx2-I,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",136,63000000,463517383,52.9915
One Flew Over the Cuckoo's Nest,Drama,1975-11-19,United Artists,93,N/A,A rebellious spirit challenges the sterile order of a locked facility where the remedy is often worse than the ailment.,🏥💊🧠🃏🚬👮‍♀️🥛🛶🧊🕊️,"A criminal pleads insanity and is admitted to a mental institution, where he rallies up the scared patients against the tyrannical head nurse.",Drama,1975,Fantasy Films,8.412,11478,United States of America,English,https://image.tmdb.org/t/p/w500/kjWsMh72V6d8KRLV4EOoSJLT1H7.jpg,https://www.youtube.com/watch?v=F4da9uRIg8c,"A petty criminal fakes insanity to serve his sentence in a mental ward rather than prison. He soon finds himself as a leader to the other patients—and an enemy to the cruel, domineering nurse who runs the ward.",133,3000000,108981275,12.027
Star Wars: Episode V - The Empire Strikes Back,"Action, Adventure, Fantasy, Sci-Fi",1980-05-21,Lucasfilm Ltd.,95,N/A,A chilling revelation awaits a student of the mystic arts as the forces of darkness tighten their grip on the galaxy.,🌌🚀❄️⚔️🤖🛸👽🦾☁️👹,"After the Rebels are brutally overpowered by the Empire on the ice planet Hoth, Luke Skywalker begins Jedi training with Yoda, while his friends are pursued by Darth Vader.","Adventure, Action, Science Fiction",1980,Lucasfilm Ltd.,8.392,18454,United States of America,English,https://image.tmdb.org/t/p/w500/nNAeTmF4CtdSgMDplXTDPOpYzsX.jpg,https://www.youtube.com/watch?v=e0QkbuRaEDc,"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.",124,18000000,538400000,12.4043
Toma,"Biography, Drama, Music",2021-09-16,Cobra Film,91,N/A,"A soulful bohemian sings through the smoke of a fading era, finding his greatest melodies in the depths of heartbreak.",🎤🎻🥃💔🚬🥀🎶🇷🇸😢🥂,"A biographical portrait of one of the most famous singers of the Yugoslav era, tracing his rise to fame and his melancholic personal life.","Drama, Music, History",2021,"Cobra Film Department, Minacord Production",6.9,24,Serbia,Serbian,https://image.tmdb.org/t/p/w500/w80MOoF0ec5jLXOFpqWV77pzpxO.jpg,https://www.youtube.com/watch?v=yzCRS7X-I2c,"Biopic about Serbian folk singer Toma Zdravković, the man who is remembered not only for his songs and unique way he was singing them, but also as a bohemian, both in his behavior and his soul.",140,,,2.0786
Rocketry: The Nambi Effect,"Biography, Drama",2022-07-01,Tricolour Films,82,N/A,A visionary's cosmic ambitions are grounded by a web of deceit and a nation's betrayal.,🚀🇮🇳🔬👨‍🔬🛰️⚖️⛓️👴🏽📽️🌟,"An account of the life of ISRO scientist Nambi Narayanan, who was framed for espionage and arrested in 1994.","Drama, History",2022,"Tricolor Films, Sarke Studio",7.667,60,"Georgia, India","Hindi, Tamil, English",https://image.tmdb.org/t/p/w500/o7A1agEoXvwyyOmIbHnUhfnC34j.jpg,https://www.youtube.com/watch?v=E3s-w-G4R_w,"The story of the great Indian rocket scientist, Shri Nambi Narayanan's life, a true patriot, who was turned into a villain in the blink of an eye after being falsely accused of treason.",154,7900000,3900000,0.6069
The Legend of Maula Jatt,"Action, Drama, Fantasy",2022-10-13,Lashari Films,93,N/A,An ancient rivalry resurfaces when a forgotten gladiator returns to dismantle a cruel dynasty of violence.,⚔️🩸🧔🏾‍♂️🐎⛓️🏛️🔥🤜🏽🏔️🦁,A fierce prizefighter seeks redemption and justice against the psychopathic heir of a powerful clan in this high-octane reimagining of a Punjabi classic.,"Drama, Fantasy, Action",2022,"Crew Motion Pictures, AAA Motion Pictures, Lashari Films, Encyclomedia",7.9,15,Pakistan,"Punjabi, Urdu, English",https://image.tmdb.org/t/p/w500/njmYtTRQ9hY35T9mmwrP7NnsNS6.jpg,https://www.youtube.com/watch?v=pEWqOAcYgpQ,"Maula Jatt, a fierce prizefighter with a tortured past seeks vengeance against his arch nemesis Noori Natt, the most feared warrior in the land of Punjab.",153,,,2.8574
Soorarai Pottru,"Drama, Action",2020-11-12,2D Entertainment,92,N/A,A dreamer's crusade to democratize the sky forces the wings of change upon a rigid social order.,✈️👨💼📈💸🔥🌥️🎖️🎟️🏘️,"Inspired by real-life events, the story follows a young man from a remote village who dreams of starting a low-cost airline to make flying accessible for the common people despite facing immense corporate and political opposition.","Drama, Action",2020,"2D Entertainment, Sikhya Entertainment",7.806,121,India,Tamil,https://image.tmdb.org/t/p/w500/5uimlxPCgAei8JfQUDFEUQLoyyh.jpg,,"Nedumaaran Rajangam ""Maara"" sets out to make the common man fly and in the process takes on the world's most capital intensive industry and several enemies who stand in his way.",149,,,1.6927
Who's Singin' Over There?,"Comedy, Drama, War",1980-10-23,Centar Film,92,N/A,A rickety bus carries a microcosm of society toward a city that will soon disappear into the smoke of war.,🚌🎶👴🍗🛣️💨🍖🇷🇸📉🪗,"On the eve of the 1941 invasion of Yugoslavia, a motley crew of passengers journeys on a dilapidated bus through the countryside towards Belgrade.","Drama, Comedy, Adventure",1980,Centar film,7.6,161,Yugoslavia,Serbian,https://image.tmdb.org/t/p/w500/1r4buAPUyqWwhdKxki1fyBeehsw.jpg,,"On Saturday, 5 April 1941, one day before the Invasion of Yugoslavia of the Kingdom of Yugoslavia, a colourful group of random passengers on a country road deep in the heart of Serbia board a dilapidated bus, headed for the capital Belgrade. The group includes two gypsy musicians, a World War I veteran, a Germanophile, a budding singer, a sickly looking man, and a hunter with a shotgun. The bus is owned by Krstic senior, and driven by his impressionable and dim-witted son Misko.",86,130000,,0.5773
Pariyerum Perumal,"Drama, Social Drama",2018-09-28,Neelam Productions,95,N/A,A loyal companion becomes a sacrifice to ancient hierarchies while a scholar fights for a seat at an unwelcoming table.,🐕🎓⚖️🌾💔🧱🔥🩸✊🐘,An idealistic youth from a marginalized community navigates the harsh realities of caste-based discrimination and systemic violence while pursuing a law degree.,"Romance, Drama",2018,"Neelam Productions, Lyca Productions",8.2,76,India,Tamil,https://image.tmdb.org/t/p/w500/78YoIO3gzkZPC1jotfDmolNDmgT.jpg,https://www.youtube.com/watch?v=GMNsUxJe4R4,"A law student from a lower caste begins a friendship with his classmate, a girl who belongs to a higher caste, and the men in her family start giving him trouble over this.",155,,,0.6093
"Saban, Son of Saban","Comedy, Crime",1977-12-01,Arzu Film,88,N/A,Incompetent recruits find themselves chasing a stolen heirloom through a series of slapstick mishaps.,🤣😂💎🕵👮🍗🔫📜🔍🥗,A classic of Turkish cinema where two dim-witted friends fail their way through the military only to find themselves entangled in a high-society diamond theft mystery.,Comedy,1977,Arzu Film,7.835,115,Turkey,Turkish,https://image.tmdb.org/t/p/w500/iPYrBGUaNTsrMjxcPoNvo4quEeL.jpg,,Clumsy soldiers Şaban and Ramazan fall for a singer-dancer and accidentally become secret policemen tracking down a missing diamond.,90,,,0.4333
Peranbu,Drama,2019-02-01,Shree Rajalakshmi Films,92,N/A,A solitary soul navigates the shifting tides of nature and human desire while shielding a fragile life from a world that refuses to understand.,👨‍👧🌊🌲🌦️🧘‍♂️💔🫂🐚🌅🦋,"A compassionate father struggles to raise his daughter, who suffers from cerebral palsy, as they face societal rejection and the complex emotional transitions of her coming of age.","Drama, Family",2019,Shree Raaja Lakshmi Films,7.3,44,India,Tamil,https://image.tmdb.org/t/p/w500/uogOObqRReG91niJ2X7WNMpRkH8.jpg,,"A single father tries to raise his daughter, who has cerebral palsy, even as she is beginning to wake up to her sexuality.",147,,,0.5782
Kibar Feyzo,"Comedy, Drama, Satire",1978-11-01,Arzu Film,87,N/A,A simple man returns from the city to challenge a feudal lord's greed with the power of newfound urban wisdom.,🤵🚜💰🧱👞👰📜🚬🐄👮,A sharp political satire focusing on a villager who must navigate the exploitative traditions of his rural home to marry his love.,Comedy,1978,Arzu Film,7.9,115,Turkey,Turkish,https://image.tmdb.org/t/p/w500/bg5h5KhLD6DI2WiYeG3qugMu6D.jpg,https://www.youtube.com/watch?v=pdO2yIE48so,"To bid for his beloved's hand in marriage, poor villager Feyzo must come up with an enormous dowry to appease her father.",83,,,0.3292
Zügürt Aga,"Comedy, Drama",1985-12-01,Arzu Film,88,N/A,"When the earth no longer yields to the master, the crown is swapped for a vendor's tray in a wilderness of concrete.",👨🏻‍🌾🌾📉🏙️🥙💰🏚️⚖️👴🏼🇹🇷,"A traditional feudal landlord is forced to sell his village and migrate to the big city, where he struggles to adapt to modern life as his status and wealth evaporate.","Drama, Comedy",1985,Mine Film,8.2,99,Turkey,Turkish,https://image.tmdb.org/t/p/w500/k91XbIdnDvzvg4RpwPh7mUz3VC7.jpg,,"The landowner (Agha) of the Haraptar village marries off his old father with the young and beautiful Kiraz. But on the nuptial night, his father dies and everything starts to go bad for the Agha. Due to the long drought and provocations of Kekec Salman (big brother of Kiraz), the peasants steal the crops and run away to Istanbul. Without the peasants and crops, Agha is also forced to sell the village and move to Istanbul. But he cannot keep up with the big city life and consumes all his money and belongings. Agha's wife and relatives leave him during this downfall.",101,,,0.5523
Neşeli Günler,"Comedy, Drama, Romance",1978-04-01,Arzu Film,88,N/A,A bitter dispute over a single salad ingredient splits a household into two rival camps for over a decade.,🍋🥒👨‍👩‍👧‍👦🥗🏠💔❤️🚌🥘🍴,"After a heated argument over whether lemon or vinegar makes the best pickles, a husband and wife separate and divide their six children between them, leading to a long-awaited reunion orchestrated by their now-grown offspring.","Comedy, Family",1978,Arzu Film,8.2,94,Turkey,Turkish,https://image.tmdb.org/t/p/w500/tNpqrXxHfFptO1N7lBZredY97AG.jpg,,"Years after a divorce divides their family in half, six siblings encounter each other by chance and try to get their parents back together.",95,,,0.9229
