Title,Genres,Release Date,Year,Studio,CriticScore,TMDBRating,Country,Language,Hint,Description,Emojis,PosterURL,TrailerURL,DiffEasy,DiffNormal,DiffHard,DiffImpossible
Saving Private Ryan,"War, Drama, History",1998-07-24,1998.0,DreamWorks Pictures,94.0,8.2,United States of America,Czech,A grieving mother's hope rests on eight men navigating a landscape of fire and blood to find one lone survivor.,"Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action.",🪖🚢🔫🎖️🩸🌊🫡🇺🇸🕊️🎥,https://image.tmdb.org/t/p/w500/uqx37cS8cpHg8U35f9U5IBlrCV3.jpg,https://www.youtube.com/watch?v=y4SA9yUDgW8,True,True,True,True
Star Wars: Episode IV - A New Hope,"Adventure, Action, Science Fiction",1977-05-25,1977.0,Lucasfilm Ltd.,93.0,8.2,United States of America,English,A common laborer discovers a cosmic legacy to ignite a rebellion against a spherical harbinger of doom.,"Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station.",🌌🚀🤖⚔️👨‍🚀🔫🌕✨🏜️🛸,https://image.tmdb.org/t/p/w500/6FfCtAuVAW8XJjZ7eWeLibRLWTw.jpg,https://www.youtube.com/watch?v=XsS1yE2f-hE,True,True,True,True
The Green Mile,"Fantasy, Drama, Crime",1999-12-10,1999.0,Castle Rock Entertainment,79.0,8.5,United States of America,French,A miraculous soul eases the pain of others while awaiting his walk on the final corridor of linoleum.,"Death row guards at a penitentiary are faced with a moral dilemma when they discover one of their prisoners, a convicted murderer, has a special gift.",⛓️⚡🐁✨🌧️😭💡👢👮🧽,https://image.tmdb.org/t/p/w500/8VG8fDNiy50H4FedGwdSVUPoaJe.jpg,https://www.youtube.com/watch?v=Bg7epsq0OIQ,False,True,True,True
Spirited Away,"Animation, Family, Fantasy",2001-07-20,2001.0,Studio Ghibli,97.0,8.5,Japan,Japanese,A transition through a tunnel leads to a world where labor is the only way to avoid becoming livestock or dust.,"A young girl wanders into a world ruled by gods, witches, and spirits, and where humans are changed into beasts.",🐉🛁🏮🛶🚞🐷🎭🌫️✨🌌,https://image.tmdb.org/t/p/w500/39wmItIWsg5sZMyRUHLkWBcuVCM.jpg,https://www.youtube.com/watch?v=GAp2_0JJskk,False,True,True,True
Terminator 2: Judgment Day,"Action, Thriller, Science Fiction",1991-07-03,1991.0,Carolco Pictures,91.0,8.2,"France, United States of America",English,A reformed relic from the future must shield a defiant youth against a shapeshifting threat to prevent a global catastrophe.,"A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her young son from an even more advanced and lethal shapeshifting prototype.",🦾🔥🏍️🕶️🌆🧊🚁🔫🤖🌊,https://image.tmdb.org/t/p/w500/jFTVD4XoWQTcg7wdyJKa8PEds5q.jpg,https://www.youtube.com/watch?v=CRRlbK5w8AE,True,True,True,True
City of God,"Drama, Crime",2002-08-30,2002.0,O2 Filmes,91.0,8.4,"Brazil, France, Germany",Portuguese,"In a labyrinth of sun-drenched concrete, the lens captures a relentless cycle of power where the only escape is through a shutter's click.",Two boys growing up in a violent neighborhood of Rio de Janeiro take different paths: one becomes a photographer and the other a drug dealer.,🇧🇷🔫🏙️⚽👦🏾🚁🩸💸🔥🚲,https://image.tmdb.org/t/p/w500/k7eYdWvhYQyRQoU2TB2A2Xu2TfD.jpg,https://www.youtube.com/watch?v=dcUOO4Itgmw,False,False,False,True
Life Is Beautiful,"Comedy, Drama",1997-12-20,1997.0,Mario e Vittorio Cecchi Gori - C.E.I.A.D.,80.0,8.4,Italy,,A father transforms a nightmare into a grand game to protect the innocence of his child.,A gentle Jewish-Italian waiter uses humor and imagination to shield his young son from the grim reality of their circumstances during the Holocaust.,🇮🇹🕍🎖️👨‍👦🚂🎂🎁💔🕯️🦋,https://image.tmdb.org/t/p/w500/6tEJnof1DKWPnl5lzkjf0FVv7oB.jpg,https://www.youtube.com/watch?v=pAYEQP8gx3w,False,True,True,True
It's a Wonderful Life,"Drama, Family, Fantasy",1946-12-20,1946.0,Liberty Films,94.0,8.3,United States of America,English,A celestial intervention reveals the invisible threads connecting one man's choices to an entire community's fate.,An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.,😇🎄❄️💰🏠👨‍👩‍👧‍👦🌉🌌🔔✨,https://image.tmdb.org/t/p/w500/bSqt9rhDZx1Q7UZ86dBPKdNomp2.jpg,https://www.youtube.com/watch?v=iLR3gZrU2Xo,False,False,True,True
Seven Samurai,"Action, Drama",1954-04-26,1954.0,TOHO,100.0,8.4,Japan,Japanese,A desperate village trades their only sustenance for the protection of steel-bound outcasts before the harvest bloodbath.,"In 16th-century Japan, a veteran samurai gathers six other masterless warriors to defend a group of farmers from a band of marauding bandits who plan to steal their crops after the harvest.",🗡️🐎🌾🍚⛈️👺🏔️🏹⚔️⛩️,https://image.tmdb.org/t/p/w500/lOMGc8bnSwQhS4XyE1S99uH8NXf.jpg,https://www.youtube.com/watch?v=RsRN65PlaIM,False,False,True,True
Harakiri,"Action, Drama, History",1962-09-16,1962.0,Shochiku,100.0,8.4,Japan,Japanese,An aging warrior requests a final act of dignity while exposing the rot behind a noble facade.,"A masterless samurai arrives at a prominent estate seeking a place to die, only to challenge the very core of the bushido code through a tale of systemic cruelty.",⚔️🏯🩸🥀🌑👺🇯🇵📜⚖️💔,https://image.tmdb.org/t/p/w500/zK7HsOC7QxW1ldKIeFG8YJ5F2Eb.jpg,https://www.youtube.com/watch?v=gfABwM-Ppng,False,False,False,True
The Kashmir Files,"History, Drama",2022-03-11,2022.0,Abhishek Agarwal Arts,82.0,7.2,India,Hindi,Memories of a forgotten exodus remain frozen in the valley of silence.,A heart-wrenching narrative centered on the exodus of Kashmiri Pandits during the Kashmir Insurgency.,🏔️❄️💔🏠🔥🕯️🕊️🕉️📜🇮🇳,https://image.tmdb.org/t/p/w500/2VvjJFDBFYkVgr89BjqbUl26QyW.jpg,,False,False,False,True
Sita Ramam,"History, Romance, Drama",2022-08-05,2022.0,Vyjayanthi Movies,88.0,7.8,India,Telugu,An undelivered letter from a soldier bridges decades of silence to reveal a love that defied borders and destiny.,"An orphan soldier's life changes when he receives a mysterious letter from a woman claiming to be his family, sparking an epic quest for love across a war-torn landscape.",✉️🇮🇳🏔️💌💔🕊️🎖️🌧️📜🥀,https://image.tmdb.org/t/p/w500/t1O94ZBzsQXJihtVkrsStRLyUDR.jpg,https://www.youtube.com/watch?v=ZYl42EYOCNg,False,False,False,True
A Dog's Will,"Comedy, Drama, Fantasy, Romance",2000-09-15,2000.0,Lereby Produções,86.0,8.4,Brazil,Latin,"In a scorched land of trickery, a quick-witted pauper must talk his way through a celestial courtroom to save his soul from the fires below.","In the impoverished Brazilian Northeast, two cunning friends rely on their wits to survive a series of comedic misfortunes, ultimately confronting a divine tribunal after a series of chaotic events.",🐕⛪💰⚖️🤡🥖🌵🏜️🔥👼,https://image.tmdb.org/t/p/w500/z9Au9XtK0ARzkKGsZCzMkmKgMPf.jpg,https://www.youtube.com/watch?v=wDVdgnhiNlY,False,False,False,True
"Pretty Village, Pretty Flame","Drama, War",1996-05-01,1996.0,MCRS,85.0,8.0,Yugoslavia,English,Childhood friends find themselves on opposite ends of a dark tunnel as their shared world goes up in smoke.,"Set during the Bosnian War, a group of Serbian soldiers becomes trapped in a tunnel by a Bosnian Muslim unit, forced to confront their past and the grim reality of a collapsing nation.",🪖🔥🏚️🌫️🩸🥃🇷🇸💔🚬🕳️,https://image.tmdb.org/t/p/w500/1qiCayfLJa4VugmyqNfm1hw67RO.jpg,,False,False,False,True
Nayakan,"Drama, Crime",1987-10-21,1987.0,Sujatha Films,95.0,7.8,India,English,"A displaced youth becomes the benevolent law for those the city forgot, ruling the shadows while losing his soul to the light of justice.",A transformation of an orphaned boy into a powerful underworld patriarch who serves as a messiah for the downtrodden in the slums of Bombay.,🕶️🇮🇳⚖️🏙️🔫🥀🌧️👴🏽🎭🔥,https://image.tmdb.org/t/p/w500/hnCKKPG5VkUiGQV0DTniyMTEZsT.jpg,,False,False,False,True
Anbe Sivam,"Comedy, Drama",2003-01-15,2003.0,Lakshmi Movie Makers,88.0,7.6,India,Tamil,A scarred idealist and a cynical professional discover that the ultimate truth is found in the kindness shared between strangers on a long journey home.,"Two men with contrasting ideologies are forced to travel together across the country, learning that compassion is the highest form of divinity.",🤝🎨🌧️🚌🏥💔🕉️🕊️🎭🫂,https://image.tmdb.org/t/p/w500/nT556HbikCCLABe8xQ4zQ2QIb0O.jpg,,False,False,False,True
The Chaos Class Is on Vacation,"Adventure, Comedy, Drama",1978-01-01,1977.0,,82.0,7.6,Turkey,Turkish,A group of academic tricksters finds their wilderness camping trip upended by a surprise arrival of female peers and the relentless vigilance of their disciplinarian.,"The legendary troublemakers of Private Camlica High School are sent on a scouting trip by their strict vice-principal, only to find themselves in a series of hilarious mishaps and a comedic battle of the sexes when the school admits its first female students.",🏫🌲🎒⛺😂👧👦🤝🔥🚌,https://image.tmdb.org/t/p/w500/fJCB6RL59Jx0opaRfNaLmdSUAHp.jpg,,False,False,False,True
Gladiator,"Action, Drama, Adventure",2000-05-05,2000.0,Universal Pictures,80.0,8.2,"United Kingdom, United States of America",English,A fallen leader seeks vengeance in the sand after his world is reduced to ash.,A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,⚔️🏛️🏟️🦁🩸👑🌾🕊️🛡️🐎,https://image.tmdb.org/t/p/w500/wN2xWp1eIwCKOD0BHTcErTBv1Uq.jpg,https://www.youtube.com/watch?v=P5ieIbInFpg,True,True,True,True
The Departed,"Drama, Thriller, Crime",2006-10-06,2006.0,Warner Bros. Pictures,91.0,8.2,"Hong Kong, United States of America",English,"Two moles burrow from opposite sides of the law, each desperate to unmask the other before their own identity is buried.",An undercover cop and a mole in the police force attempt to identify each other while infiltrating an Irish gang in South Boston.,🐀🕵️‍♂️👮‍♂️☘️🔫🏙️🤝💉🩸⚖️,https://image.tmdb.org/t/p/w500/nT97ifVT2J1yMQmeq20Qblg61T.jpg,https://www.youtube.com/watch?v=r-MiSNsCdQ4,False,True,True,True
Alien,"Horror, Science Fiction",1979-05-25,1979.0,Brandywine Productions,98.0,8.2,"United States of America, United Kingdom",English,"In the silent vacuum of the cosmos, an uninvited guest turns a commercial haul into a claustrophobic nightmare of survival.","After a space merchant vessel receives an unknown transmission as a distress call, one of the crew is attacked by a mysterious life form and they soon realize that its life cycle has only just begun.",🛸💀🥚👽🩸🔦🚀☣️😱🛰️,https://image.tmdb.org/t/p/w500/vfrQk5IPloGg1v9Rzbh2Eg3VGyM.jpg,https://www.youtube.com/watch?v=bM01Al2SWx4,True,True,True,True
Parasite,"Comedy, Thriller, Drama",2019-05-30,2019.0,Barunson E&A,99.0,8.5,South Korea,English,A subterranean family climbs upward only to find that blood is thicker than the rain flooding their basement.,"A poor family schemes to become employed by a wealthy family and infiltrate their household by posing as unrelated, highly qualified individuals.",🍑🏠🌧️🍜🍷🔪👞🧺🚿🌑,https://image.tmdb.org/t/p/w500/7IiTTgloJzvGI1TAYymCfbfl3vT.jpg,https://www.youtube.com/watch?v=bM9QabAojCg,False,False,True,True
The Prestige,"Drama, Mystery, Science Fiction",2006-10-20,2006.0,Warner Bros. Pictures,77.0,8.2,"United Kingdom, United States of America",English,One man's sacrifice becomes another's obsession in a lethal game of shadows where the true cost of a secret is measured in lives.,"Two stage magicians in 19th-century London engage in a desperate battle of one-upmanship, obsessed with creating the ultimate illusion while sacrificing everything they have.",🎩🪄⚡️🎭🗝️🐇🚪🎬🕊️👥,https://image.tmdb.org/t/p/w500/Ag2B2KHKQPukjH7WutmgnnSNurZ.jpg,https://www.youtube.com/watch?v=ObGVA1WOqyE,False,False,False,True
Back to the Future,"Adventure, Comedy, Science Fiction",1985-07-03,1985.0,Universal Pictures,97.0,8.3,United States of America,English,A bolt of lightning provides the only spark needed to race against time and fix a family tree before its branches wither away.,A high school student is accidentally sent thirty years into the past in a plutonium-powered vehicle and must ensure his teenage parents fall in love to save his own future.,⚡🚗💨🕰️🎸⚡🔥🌩️🕰️🛹,https://image.tmdb.org/t/p/w500/vN5B5WgYscRGcQpVhHl6p9DDTP0.jpg,https://www.youtube.com/watch?v=ez6WQ7IX72U,True,True,True,True
Whiplash,"Drama, Music, Thriller",2014-10-10,2014.0,Bold Films,94.0,8.4,United States of America,English,The rhythmic pursuit of greatness demands a brutal sacrifice of blood and sanity under a ruthless mentor.,A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.,🥁🎷🩸🎼🤬🎓😤💨🎶🥁,https://image.tmdb.org/t/p/w500/7fn624j5lj3xTme2SgiLCeuedmO.jpg,https://www.youtube.com/watch?v=Q7kZy3T6vRM,False,False,False,True
Psycho,"Horror, Thriller, Mystery",1960-06-16,1960.0,Shamley Productions,97.0,8.4,United States of America,English,A weary traveler stops at a secluded roadside haven where the hospitality is sharp and the family ties are bone-deep.,"A young office worker on the run with stolen money settles into a quiet motel, unaware that the shadow of a domineering mother looms over every room.",🚿🔪🩸🏢😱🗝️💀👵🚔🌧️,https://image.tmdb.org/t/p/w500/yz4QVqPx3h1hD1DfqqQkCq3rmxW.jpg,https://www.youtube.com/watch?v=D90QhegiVvo,False,False,True,True
Léon: The Professional,"Crime, Drama, Action",1994-09-14,1994.0,Gaumont,74.0,8.3,France,English,An unlikely bond forms between a silent shadow and a child seeking vengeance in the concrete jungle.,"A professional assassin takes in a young girl after her family is murdered, teaching her the tools of his trade while discovering his own humanity.",🥛🕶️🔫🏙️🌱👧🏢🧨🔇🕯️,https://image.tmdb.org/t/p/w500/bxB2q91nKYp8JNzqE7t7TWBVupB.jpg,https://www.youtube.com/watch?v=DD-6bmOY__g,False,False,False,True
Django Unchained,"Drama, Western",2012-12-25,2012.0,The Weinstein Company,87.0,8.2,United States of America,English,A liberated man seeks his heart's captive amidst a landscape of southern cruelty and explosive retribution.,A freed slave sets out to rescue his wife from a brutal Mississippi plantation owner with the help of a German bounty hunter.,🤠🐎🔫🩸💰🎻🔥❄️🥃⛓️,https://image.tmdb.org/t/p/w500/7oWY8VDWW7thTzWh3OKYRkWUlD5.jpg,https://www.youtube.com/watch?v=_iH0UBYDI4g,False,True,True,True
The Usual Suspects,"Drama, Crime, Thriller",1995-08-16,1995.0,Bad Hat Harry Productions,88.0,8.2,United States of America,Spanish,A storyteller with a limp spins a yarn that hides the shadow of a legendary underworld phantom.,"Following a tragic boat explosion, a sole survivor recounts the convoluted events leading up to the massacre, centered around five criminals who met at a random police lineup.",🕵️‍♂️🚢💼🔍🕵️🔫🤫💸🍷🛥️,https://image.tmdb.org/t/p/w500/99X2SgyFunJFXGAYnDv3sb9pnUD.jpg,https://www.youtube.com/watch?v=jM3jrHGAsIE,False,False,False,True
The Lion King,"Animation, Family, Drama",1994-06-15,1994.0,Walt Disney Pictures,93.0,8.3,United States of America,English,An exiled prince finds solace in a carefree life before destiny calls him to confront his past and reclaim his rightful place.,"A young lion prince is tricked into thinking he caused his father's death and flees into exile, only to return as an adult to take back his kingdom from his tyrannical uncle.",🦁👑☀️🐗🐘🌅🎭☁️🐾🏜️,https://image.tmdb.org/t/p/w500/sKCr78MXSLixwmZ8DyJLrpMsd15.jpg,https://www.youtube.com/watch?v=UgjEj5mXLlk,True,True,True,True
